"1400000US06075010800","Census Tract 108; San Francisco County; California","2382","349","4.5","2.8","5.5","3.9","5.2","3.2","5.2","3.8","9.8","8.4","3.3","2.7","10.4","5.6","6.0","3.0","11.6","6.4","38.6","9.7","150298","73647","203424","40473","26.4","(X)","(X)","(X)","(X)","(X)","770","192","3.1","4.8","4.3","7.6","5.3","5.7","4.4","5.3","1.8","3.0","4.9","5.7","10.3","8.4","1.8","2.7","16.6","11.9","47.4","17.3","199219","69644","261245","67831","(X)","(X)","32.6","(X)","(X)","(X)","661","179","3.6","5.6","0.0","6.2","6.2","6.8","5.1","6.1","2.1","3.5","2.3","3.7","8.2","7.4","0.0","6.2","18.9","14.0","53.6","19.2","241012","92637","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1612","338","5.1","3.8","6.0","4.4","5.1","3.9","5.6","4.9","13.6","11.8","2.5","2.8","10.5","7.0","8.0","4.6","9.2","7.1","34.4","10.6","106630","60156","175805","45956","(X)","(X)","(X)","(X)","23.5","(X)",
"1400000US06075010901","Census Tract 109.01; San Francisco County; California","1071","126","2.1","3.0","2.3","2.9","2.9","2.8","7.4","4.7","1.5","1.8","2.1","2.1","5.0","5.8","15.5","7.0","12.5","6.6","48.6","10.0","190139","68375","260634","40739","22.5","(X)","(X)","(X)","(X)","(X)","344","97","0.0","11.6","2.0","5.7","0.0","11.6","5.5","8.3","2.0","4.1","0.0","11.6","0.0","11.6","20.1","12.9","1.7","4.0","68.6","13.4","250,000+","***","330594","69876","(X)","(X)","18.6","(X)","(X)","(X)","273","81","0.0","14.4","0.0","14.4","0.0","14.4","7.0","10.2","2.6","5.2","0.0","14.4","0.0","14.4","17.6","13.8","2.2","5.0","70.7","13.3","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","727","157","3.0","4.5","2.5","3.1","4.3","4.0","8.3","5.6","1.2","1.9","3.2","3.1","7.4","8.3","13.3","7.2","17.6","9.0","39.2","12.0","175379","17838","211097","42816","(X)","(X)","(X)","(X)","21.9","(X)",
"1400000US06075010902","Census Tract 109.02; San Francisco County; California","1452","223","0.0","2.9","8.0","7.1","4.8","3.4","3.8","3.5","5.6","4.3","3.4","3.3","5.4","4.2","22.2","12.3","16.9","9.9","29.8","10.2","141591","31724","205681","44962","36.2","(X)","(X)","(X)","(X)","(X)","286","102","0.0","13.8","0.0","13.8","10.8","12.1","14.7","16.9","0.0","13.8","0.0","13.8","4.9","8.0","7.3","10.1","32.9","24.5","29.4","16.6","179297","52881","226965","100394","(X)","(X)","43.0","(X)","(X)","(X)","286","102","0.0","13.8","0.0","13.8","10.8","12.1","14.7","16.9","0.0","13.8","0.0","13.8","4.9","8.0","7.3","10.1","32.9","24.5","29.4","16.6","179297","52881","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1166","240","0.0","3.6","9.9","8.6","3.3","3.3","1.1","1.8","7.0","5.4","4.2","4.1","5.6","4.8","25.9","14.7","17.3","11.9","25.6","10.7","140597","18692","190063","47182","(X)","(X)","(X)","(X)","34.5","(X)",
"1400000US06075011001","Census Tract 110.01; San Francisco County; California","1405","216","6.3","8.3","10.2","6.2","8.7","4.5","0.7","1.3","4.1","2.7","6.3","5.8","10.2","5.8","11.7","7.0","9.5","5.3","32.2","8.3","117750","26920","182556","34582","27.7","(X)","(X)","(X)","(X)","(X)","404","145","19.3","24.8","0.0","10.0","5.2","7.2","0.0","10.0","12.9","9.5","0.0","10.0","5.4","7.4","11.6","13.1","12.6","14.4","32.9","18.8","-","**","191008","85298","(X)","(X)","17.8","(X)","(X)","(X)","339","147","23.0","28.6","0.0","11.8","6.2","8.8","0.0","11.8","0.0","11.8","0.0","11.8","6.5","8.9","10.0","13.6","15.0","18.0","39.2","22.1","198211","148651","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1001","187","1.1","1.9","14.3","8.2","10.1","6.0","1.0","1.8","0.6","1.1","8.9","8.1","12.1","7.0","11.7","8.9","8.3","4.8","32.0","10.5","107216","30582","179145","41942","(X)","(X)","(X)","(X)","31.7","(X)",
"1400000US06075011002","Census Tract 110.02; San Francisco County; California","1129","269","6.6","5.5","3.1","4.8","7.8","8.1","5.0","3.6","5.5","5.5","9.2","8.3","4.7","4.9","5.6","4.7","13.5","13.9","39.1","11.3","155575","47086","152277","28324","48.0","(X)","(X)","(X)","(X)","(X)","386","233","0.0","10.4","0.0","10.4","0.0","10.4","7.5","8.8","2.8","5.8","1.6","4.3","10.1","13.6","6.0","8.3","32.1","35.4","39.9","25.6","156714","75686","205175","59159","(X)","(X)","29.8","(X)","(X)","(X)","361","230","0.0","11.1","0.0","11.1","0.0","11.1","5.8","8.8","3.0","6.3","0.0","11.1","10.8","14.8","3.3","6.4","34.3","37.1","42.7","28.3","156966","121786","N","N","(X)","(X)","(X)","(X)","(X)","(X)","743","170","10.1","7.7","4.7","7.1","11.8","11.6","3.6","4.2","6.9","7.5","13.2","11.8","1.9","3.2","5.4","5.7","3.8","3.8","38.6","12.2","-","**","124795","25438","(X)","(X)","(X)","(X)","57.5","(X)",
"1400000US06075011101","Census Tract 111.01; San Francisco County; California","1473","227","6.1","4.8","0.4","0.8","4.1","4.9","3.8","3.4","6.7","3.4","13.9","9.7","11.7","6.5","17.4","7.5","11.3","5.8","24.6","7.5","112418","33124","156019","24953","27.2","(X)","(X)","(X)","(X)","(X)","359","95","5.6","8.5","0.0","11.2","0.0","11.2","0.0","11.2","4.7","6.9","12.5","10.1","3.6","5.7","35.9","16.4","11.7","11.1","25.9","13.1","121820","13453","169791","39417","(X)","(X)","40.9","(X)","(X)","(X)","329","97","6.1","9.1","0.0","12.1","0.0","12.1","0.0","12.1","5.2","7.5","13.7","10.8","0.0","12.1","34.0","17.5","12.8","12.1","28.3","14.3","121908","27281","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1114","216","6.3","5.7","0.5","1.0","5.4","6.5","5.0","4.5","7.3","4.1","14.4","12.1","14.4","8.6","11.4","6.8","11.1","6.6","24.2","8.8","88777","40471","151581","30430","(X)","(X)","(X)","(X)","22.8","(X)",
"1400000US06075011102","Census Tract 111.02; San Francisco County; California","1312","287","1.3","2.1","8.1","6.4","7.6","6.6","5.5","4.1","1.8","2.6","6.6","4.9","12.9","6.7","27.2","14.6","18.3","12.2","10.8","5.7","101976","17893","126881","24620","33.0","(X)","(X)","(X)","(X)","(X)","343","183","0.0","11.6","0.0","11.6","3.5","6.3","0.0","11.6","0.0","11.6","13.1","12.3","0.0","11.6","21.3","20.0","43.7","31.1","18.4","17.9","151461","20133","177953","54134","(X)","(X)","28.9","(X)","(X)","(X)","246","172","0.0","15.8","0.0","15.8","4.9","9.9","0.0","15.8","0.0","15.8","0.0","15.8","0.0","15.8","23.6","25.9","61.0","31.8","10.6","13.9","151866","15205","N","N","(X)","(X)","(X)","(X)","(X)","(X)","969","256","1.8","2.9","10.9","8.4","9.1","8.4","7.4","5.5","2.4","3.6","5.0","4.8","17.4","8.7","28.6","17.8","9.3","6.5","8.2","5.1","89505","20958","108315","20466","(X)","(X)","(X)","(X)","34.5","(X)",
"1400000US06075011200","Census Tract 112; San Francisco County; California","1633","227","5.5","3.8","8.1","6.9","6.7","4.5","3.1","2.6","4.8","3.6","7.7","4.6","6.6","4.5","11.0","7.1","12.2","5.9","34.2","8.9","118347","60881","182375","34167","29.5","(X)","(X)","(X)","(X)","(X)","480","150","6.5","8.5","0.0","8.5","11.3","12.6","2.9","4.8","4.6","7.3","7.5","7.6","1.5","2.7","3.3","6.1","18.5","10.8","44.0","15.1","183182","47524","246705","81403","(X)","(X)","45.4","(X)","(X)","(X)","371","138","5.4","8.0","0.0","10.8","4.0","6.2","3.8","6.6","5.9","9.2","2.7","4.0","1.9","3.4","4.3","7.6","24.0","13.0","48.0","16.2","186607","78595","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1153","252","5.1","4.5","11.5","9.4","4.9","4.1","3.1","3.2","4.9","4.0","7.8","5.6","8.8","6.7","14.2","9.7","9.6","8.0","30.1","9.9","105873","19857","155594","32888","(X)","(X)","(X)","(X)","22.9","(X)",
"1400000US06075011300","Census Tract 113; San Francisco County; California","1333","165","4.7","3.4","21.5","8.8","11.1","6.7","12.2","7.6","4.1","2.6","11.2","5.4","5.8","4.0","11.0","6.0","3.4","2.8","15.2","6.1","35507","21944","90626","21363","25.7","(X)","(X)","(X)","(X)","(X)","521","132","5.0","5.1","12.1","14.9","12.3","7.3","16.1","13.6","9.4","6.4","10.7","6.8","11.3","9.4","8.6","7.2","3.5","3.9","10.9","8.0","36588","28810","82970","29489","(X)","(X)","36.3","(X)","(X)","(X)","405","126","5.2","5.9","12.8","18.2","6.9","5.2","16.3","16.2","8.9","8.2","13.8","9.1","14.6","11.9","3.0","4.7","4.4","5.0","14.1","10.2","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","812","152","4.6","4.3","27.5","10.1","10.3","9.0","9.6","8.7","0.7","1.1","11.5","8.4","4.6","4.7","10.1","8.1","3.3","3.7","17.9","8.9","33947","31177","95120","27281","(X)","(X)","(X)","(X)","18.8","(X)",
"1400000US06075011700","Census Tract 117; San Francisco County; California","1111","151","1.5","2.4","8.4","7.6","15.8","11.4","12.7","8.8","6.2","6.1","10.4","7.3","6.8","4.6","14.3","7.6","5.4","4.1","18.5","7.5","51964","34688","113229","23713","12.4","(X)","(X)","(X)","(X)","(X)","387","122","0.0","10.4","0.0","10.4","20.7","21.2","7.2","9.4","14.0","15.7","0.0","10.4","13.4","11.8","14.2","10.3","7.8","8.5","22.7","14.4","98398","53158","150624","53322","(X)","(X)","10.9","(X)","(X)","(X)","252","102","0.0","15.5","0.0","15.5","0.0","15.5","11.1","14.0","14.3","20.9","0.0","15.5","20.6","16.5","12.3","14.5","11.9","12.5","29.8","17.4","116250","56948","N","N","(X)","(X)","(X)","(X)","(X)","(X)","724","147","2.3","3.6","12.8","11.7","13.1","11.7","15.6","13.0","2.1","3.4","16.0","11.0","3.2","3.8","14.4","10.2","6.5","5.3","14.0","8.4","50942","17886","92128","23762","(X)","(X)","(X)","(X)","13.3","(X)",
"1400000US06075011800","Census Tract 118; San Francisco County; California","716","89","16.3","7.2","13.0","7.0","8.9","4.9","4.7","3.1","14.8","8.2","13.0","7.7","10.5","5.9","14.4","7.6","3.4","3.2","1.0","1.5","43833","7011","57455","12116","34.8","(X)","(X)","(X)","(X)","(X)","373","82","6.2","5.9","9.7","8.5","6.7","5.5","6.2","5.7","21.2","13.4","23.1","12.9","14.2","9.2","10.5","9.0","2.4","4.2","0.0","10.8","50033","10123","58802","11604","(X)","(X)","37.5","(X)","(X)","(X)","247","67","2.8","4.6","4.9","6.0","10.1","8.1","9.3","8.4","21.1","17.4","30.0","19.1","10.9","9.5","7.3","10.5","3.6","6.3","0.0","15.8","50363","9542","N","N","(X)","(X)","(X)","(X)","(X)","(X)","343","78","27.4","12.3","16.6","10.5","11.4","8.6","3.2","3.4","7.9","5.6","2.0","3.5","6.4","5.7","18.7","12.5","4.4","4.9","2.0","3.1","21250","12897","55955","17727","(X)","(X)","(X)","(X)","31.8","(X)",
"1400000US06075011901","Census Tract 119.01; San Francisco County; California","1217","135","5.1","2.9","1.6","1.8","5.4","3.9","3.7","3.1","9.8","4.8","8.9","4.2","13.2","6.4","10.5","5.8","15.6","5.3","26.2","8.1","101827","22917","153431","21310","31.6","(X)","(X)","(X)","(X)","(X)","316","105","1.6","3.6","0.0","12.6","3.2","5.3","0.9","5.5","8.2","8.6","2.2","7.5","0.0","12.6","7.3","6.2","13.9","9.5","62.7","15.4","214628","89562","262792","57246","(X)","(X)","54.4","(X)","(X)","(X)","263","120","0.0","14.9","0.0","14.9","3.8","6.6","0.0","14.9","6.1","7.8","2.3","5.5","0.0","14.9","8.7","7.9","16.7","12.2","62.4","17.4","214229","82043","N","N","(X)","(X)","(X)","(X)","(X)","(X)","901","133","6.9","4.0","2.1","2.4","6.2","4.9","4.7","4.2","10.3","6.4","11.3","5.4","17.3","8.4","11.7","7.4","16.1","6.3","13.4","6.8","90977","19994","114481","20939","(X)","(X)","(X)","(X)","23.4","(X)",
"1400000US06075011902","Census Tract 119.02; San Francisco County; California","1678","210","4.1","3.3","4.8","5.7","3.4","3.7","8.2","5.9","8.7","6.5","17.7","6.7","14.2","5.7","17.5","6.7","5.7","3.4","15.7","6.9","77241","13238","120165","22384","22.8","(X)","(X)","(X)","(X)","(X)","399","151","2.0","3.8","0.0","10.1","4.0","7.4","15.0","20.4","25.8","23.8","14.8","12.1","4.5","5.5","14.0","13.4","2.5","3.8","17.3","16.3","51563","45990","95851","36818","(X)","(X)","24.8","(X)","(X)","(X)","239","125","3.3","6.4","0.0","16.2","6.7","12.9","0.0","16.2","43.1","29.5","5.4","8.5","2.9","4.9","23.4","22.5","4.2","6.5","10.9","11.9","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1279","225","4.8","4.1","6.3","7.4","3.2","4.7","6.1","4.3","3.4","2.4","18.6","8.0","17.3","6.7","18.5","7.7","6.7","4.4","15.2","7.8","82112","14508","127750","28306","(X)","(X)","(X)","(X)","22.1","(X)",
"1400000US06075012001","Census Tract 120.01; San Francisco County; California","1004","179","2.9","3.3","7.8","7.9","1.6","2.2","1.0","1.4","10.5","9.0","18.9","8.1","19.3","12.2","11.5","8.3","11.2","9.4","15.4","8.7","91040","18389","112332","23051","26.8","(X)","(X)","(X)","(X)","(X)","287","141","0.0","13.7","0.0","13.7","0.0","13.7","3.5","5.8","17.1","9.6","0.0","13.7","39.4","29.8","0.7","1.9","19.5","26.9","19.9","18.5","-","**","137595","39409","(X)","(X)","39.4","(X)","(X)","(X)","185","103","0.0","20.4","0.0","20.4","0.0","20.4","0.0","20.4","26.5","16.7","0.0","20.4","17.3","23.5","1.1","3.2","30.3","38.3","24.9","24.0","177924","157858","N","N","(X)","(X)","(X)","(X)","(X)","(X)","717","156","4.0","4.6","10.9","10.6","2.2","3.0","0.0","5.8","14.6","11.9","19.7","10.8","11.3","9.2","15.8","11.0","7.8","7.4","13.7","9.6","74291","24927","96104","23174","(X)","(X)","(X)","(X)","21.8","(X)",
"1400000US06075012002","Census Tract 120.02; San Francisco County; California","1359","259","11.3","9.1","0.7","1.3","7.1","7.3","13.9","15.0","4.7","3.9","15.2","8.8","13.6","8.1","11.0","7.2","6.6","6.1","15.9","8.5","71619","14693","107659","28046","38.9","(X)","(X)","(X)","(X)","(X)","250","97","3.2","5.4","4.0","6.8","0.0","15.6","0.0","15.6","12.0","15.4","19.6","14.9","17.6","16.0","10.4","11.6","0.0","15.6","33.2","19.1","95833","29263","146752","52928","(X)","(X)","16.0","(X)","(X)","(X)","220","99","3.6","6.1","4.5","7.7","0.0","17.5","0.0","17.5","0.0","17.5","22.3","17.3","20.0","16.9","11.8","13.1","0.0","17.5","37.7","20.0","97396","48540","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1109","289","13.1","11.1","0.0","3.8","8.7","9.2","17.0","17.7","3.1","3.0","14.2","10.2","12.7","9.1","11.2","8.2","8.1","7.6","12.0","9.3","70721","21319","98846","32600","(X)","(X)","(X)","(X)","44.0","(X)",
"1400000US06075012100","Census Tract 121; San Francisco County; California","2080","264","9.1","6.1","0.0","2.0","3.6","3.0","8.5","5.5","8.1","5.5","8.7","4.4","12.3","6.4","16.2","7.3","6.5","4.3","27.2","10.5","92059","38590","128940","21105","25.9","(X)","(X)","(X)","(X)","(X)","408","164","20.3","22.7","0.0","9.9","0.0","9.9","9.3","13.4","7.4","13.3","5.6","9.1","4.7","6.8","25.7","23.8","0.0","9.9","27.0","19.9","127762","105272","136069","61894","(X)","(X)","72.1","(X)","(X)","(X)","340","145","24.4","26.9","0.0","11.7","0.0","11.7","0.0","11.7","0.0","11.7","6.8","10.9","5.6","8.1","30.9","27.7","0.0","11.7","32.4","23.9","128571","63636","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1672","284","6.4","4.9","0.0","2.5","4.4","3.8","8.3","6.6","8.3","6.1","9.4","4.9","14.1","7.7","13.9","7.1","8.1","5.3","27.2","12.4","90441","36649","127200","22416","(X)","(X)","(X)","(X)","14.6","(X)",
"1400000US06075012202","Census Tract 122.02; San Francisco County; California","1488","172","9.7","6.9","7.5","5.6","18.5","8.6","8.8","6.2","1.6","1.8","18.9","10.1","12.0","7.6","6.5","3.7","4.4","3.1","12.1","7.8","54650","22197","86217","25586","22.4","(X)","(X)","(X)","(X)","(X)","262","122","0.0","14.9","0.0","14.9","9.5","10.4","0.0","14.9","0.0","14.9","3.1","5.6","42.7","25.4","6.1","8.8","9.5","11.0","29.0","24.8","83750","78803","149721","53218","(X)","(X)","56.5","(X)","(X)","(X)","161","85","0.0","22.9","0.0","22.9","15.5","16.2","0.0","22.9","0.0","22.9","5.0","9.1","16.8","17.9","0.0","22.9","15.5","18.3","47.2","33.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1226","202","11.7","8.2","9.1","6.8","20.4","10.3","10.7","7.4","2.0","2.1","22.3","11.9","5.5","6.1","6.5","4.2","3.3","3.0","8.5","8.9","33750","30305","72303","30024","(X)","(X)","(X)","(X)","15.2","(X)",
"1400000US06075012203","Census Tract 122.03; San Francisco County; California","1081","338","22.8","14.3","19.3","20.2","13.0","9.0","6.3","7.2","6.2","5.7","5.3","5.1","16.2","13.7","0.1","1.8","2.5","4.5","8.2","9.4","22982","16455","50866","18251","34.4","(X)","(X)","(X)","(X)","(X)","253","138","30.8","38.8","0.0","15.4","21.7","21.6","6.3","11.1","0.0","15.4","17.8","23.3","6.7","11.5","0.4","8.0","0.0","15.4","16.2","20.6","-","**","64100","52306","(X)","(X)","49.0","(X)","(X)","(X)","150","77","0.0","24.3","0.0","24.3","32.0","25.9","10.7","17.7","0.0","24.3","30.0","30.8","0.0","24.3","0.0","24.3","0.0","24.3","27.3","33.6","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","828","318","20.4","15.9","25.2","24.7","10.4","11.4","6.3","8.5","8.1","8.3","1.4","2.6","19.1","16.6","0.0","5.0","3.3","5.9","5.8","9.2","23016","20047","46738","18140","(X)","(X)","(X)","(X)","30.0","(X)",
"1400000US06075012204","Census Tract 122.04; San Francisco County; California","1566","296","4.8","4.3","3.4","5.6","17.4","14.9","9.6","7.7","4.9","3.8","15.1","7.0","8.8","7.1","18.2","7.8","7.0","5.5","10.9","7.3","65217","19820","94206","19308","27.3","(X)","(X)","(X)","(X)","(X)","478","134","0.0","8.5","0.0","8.5","12.3","11.2","21.5","21.2","0.0","8.5","9.4","8.9","6.5","8.2","45.2","16.9","3.3","5.7","1.7","4.0","117519","74108","87482","20900","(X)","(X)","19.5","(X)","(X)","(X)","307","146","0.0","12.9","0.0","12.9","8.5","11.9","33.6","31.0","0.0","12.9","11.7","13.1","10.1","13.3","28.3","27.2","5.2","9.5","2.6","5.9","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1088","313","6.9","6.2","5.0","8.2","19.6","20.8","4.3","4.4","7.0","5.5","17.6","9.2","9.8","8.8","6.3","5.2","8.5","7.4","15.0","10.4","60045","13255","97160","26351","(X)","(X)","(X)","(X)","30.8","(X)",
"1400000US06075012301","Census Tract 123.01; San Francisco County; California","1311","178","9.3","5.8","29.0","10.3","14.3","7.4","5.4","4.4","13.9","7.1","9.8","5.6","4.0","3.9","8.2","4.8","4.7","4.1","1.4","1.7","24284","8498","46361","10166","41.0","(X)","(X)","(X)","(X)","(X)","125","53","0.0","28.1","0.0","28.1","8.8","13.0","0.0","28.1","29.6","18.7","21.6","19.9","10.4","19.9","21.6","19.4","0.0","28.1","8.0","15.2","68512","33651","83428","28448","(X)","(X)","59.2","(X)","(X)","(X)","68","40","0.0","41.1","0.0","41.1","16.2","23.9","0.0","41.1","52.9","32.0","30.9","31.1","0.0","41.1","0.0","41.1","0.0","41.1","0.0","41.1","48750","12305","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1186","187","10.3","6.4","32.0","11.1","14.8","8.1","6.0","4.8","12.3","7.1","8.5","5.4","3.4","3.6","6.8","4.9","5.1","4.5","0.7","1.0","22995","7680","42426","10078","(X)","(X)","(X)","(X)","39.0","(X)",
"1400000US06075012302","Census Tract 123.02; San Francisco County; California","1886","183","11.2","4.9","5.7","3.0","8.2","3.7","13.4","7.5","10.7","5.5","11.9","4.8","11.0","4.9","15.3","5.8","4.7","2.6","8.2","5.0","55741","17741","90778","30386","27.5","(X)","(X)","(X)","(X)","(X)","397","103","13.4","10.8","6.3","9.4","2.5","3.8","7.1","10.8","7.1","7.3","12.3","10.5","12.6","10.8","12.8","11.0","7.1","7.8","18.9","13.0","81375","35647","98930","27271","(X)","(X)","29.7","(X)","(X)","(X)","307","100","9.1","11.2","8.1","12.1","3.3","4.9","9.1","13.8","9.1","9.6","4.6","7.5","16.3","13.7","16.6","12.9","9.1","10.2","14.7","13.2","87969","37352","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1489","189","12.3","6.2","5.5","3.8","9.7","4.6","15.0","9.4","11.6","6.5","10.1","5.3","10.5","5.8","15.9","6.3","4.0","3.1","5.3","4.7","45867","10981","87654","37172","(X)","(X)","(X)","(X)","25.3","(X)",
"1400000US06075012403","Census Tract 124.03; San Francisco County; California","1181","280","13.3","11.8","14.2","16.7","4.5","4.5","10.1","7.5","13.0","11.8","10.8","5.8","16.9","10.0","14.7","11.2","1.1","2.0","1.4","2.3","46185","37817","82057","49638","26.2","(X)","(X)","(X)","(X)","(X)","521","204","0.0","7.8","1.5","2.8","0.0","7.8","9.8","9.2","23.0","26.8","24.6","8.9","29.0","16.7","12.1","20.2","0.0","7.8","0.0","7.8","71592","19935","69440","18085","(X)","(X)","43.2","(X)","(X)","(X)","398","204","0.0","10.1","0.0","10.1","0.0","10.1","12.8","11.5","14.3","22.7","32.2","7.0","28.4","19.4","12.3","26.6","0.0","10.1","0.0","10.1","71777","7799","N","N","(X)","(X)","(X)","(X)","(X)","(X)","660","294","23.8","20.0","24.2","27.9","8.0","8.5","10.3","12.1","5.0","6.1","0.0","6.2","7.3","8.5","16.8","16.8","2.0","3.7","2.6","4.4","-","**","91876","90747","(X)","(X)","(X)","(X)","12.7","(X)",
"1400000US06075012404","Census Tract 124.04; San Francisco County; California","1499","372","8.7","5.7","10.1","6.8","17.5","19.4","13.6","9.6","11.1","5.7","17.0","9.1","12.8","8.6","6.1","5.1","3.0","2.7","0.0","2.8","35074","20771","47492","10800","32.6","(X)","(X)","(X)","(X)","(X)","256","103","0.0","15.2","0.0","15.2","15.6","14.7","0.0","15.2","10.9","12.6","19.1","20.9","33.2","17.4","8.6","14.0","12.5","13.7","0.0","15.2","76196","21057","80975","22152","(X)","(X)","61.3","(X)","(X)","(X)","212","103","0.0","18.1","0.0","18.1","9.0","13.4","0.0","18.1","13.2","14.6","23.1","24.2","29.2","19.4","10.4","17.1","15.1","17.0","0.0","18.1","78333","29549","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1243","374","10.5","7.3","12.1","8.5","17.9","23.3","16.4","11.8","11.1","7.3","16.6","11.7","8.6","9.5","5.6","5.5","1.0","1.7","0.0","3.4","30926","18099","40597","11264","(X)","(X)","(X)","(X)","26.7","(X)",
"1400000US06075012405","Census Tract 124.05; San Francisco County; California","2513","438","3.3","3.4","5.7","5.0","3.5","2.6","1.9","2.2","8.1","5.6","12.2","6.4","11.7","6.4","12.5","6.1","17.9","10.3","23.2","7.8","107311","27874","147797","21504","26.4","(X)","(X)","(X)","(X)","(X)","452","145","8.6","13.7","0.0","9.0","0.0","9.0","0.0","9.0","2.7","4.6","20.6","12.2","21.2","18.8","19.2","16.2","6.4","8.4","21.2","16.4","89551","37833","140717","52552","(X)","(X)","32.3","(X)","(X)","(X)","207","123","0.0","18.5","0.0","18.5","0.0","18.5","0.0","18.5","0.0","18.5","10.6","19.1","29.5","29.1","20.8","24.4","14.0","18.5","25.1","23.6","131767","72332","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2061","456","2.1","2.5","7.0","6.1","4.2","3.1","2.3","2.7","9.3","6.6","10.4","7.6","10.4","7.0","10.1","6.1","20.5","13.0","23.6","9.2","107210","60480","149044","25594","(X)","(X)","(X)","(X)","25.1","(X)",
"1400000US06075012406","Census Tract 124.06; San Francisco County; California","947","144","9.3","6.6","23.9","10.5","13.3","9.0","10.8","9.2","3.5","4.0","18.3","10.4","5.6","6.2","1.3","2.0","5.9","5.4","8.2","5.5","26132","10173","57684","13111","33.3","(X)","(X)","(X)","(X)","(X)","118","65","0.0","29.4","0.0","29.4","33.1","25.7","31.4","33.3","0.0","29.4","0.0","29.4","11.0","17.7","0.0","29.4","16.1","22.8","8.5","16.3","-","**","81369","54091","(X)","(X)","41.5","(X)","(X)","(X)","109","63","0.0","31.2","0.0","31.2","35.8","27.7","25.7","35.8","0.0","31.2","0.0","31.2","11.9","19.4","0.0","31.2","17.4","24.5","9.2","17.8","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","829","137","10.6","7.7","27.3","11.4","10.5","9.1","7.8","9.2","4.0","4.6","20.9","11.9","4.8","6.5","1.4","2.3","4.5","5.3","8.2","5.9","25519","14544","54312","12795","(X)","(X)","(X)","(X)","32.1","(X)",
"1400000US06075012502","Census Tract 125.02; San Francisco County; California","2270","314","3.1","3.0","27.8","7.7","32.3","13.1","2.4","2.3","6.3","5.2","12.5","6.9","0.8","1.3","10.5","8.4","2.4","4.0","1.9","2.2","19128","5026","41980","11703","33.1","(X)","(X)","(X)","(X)","(X)","638","229","0.0","6.4","0.0","6.4","32.8","23.8","7.2","11.0","0.0","6.4","21.9","17.8","11.3","13.6","26.8","22.1","0.0","6.4","0.0","6.4","53824","48141","63262","20950","(X)","(X)","43.7","(X)","(X)","(X)","406","176","0.0","9.9","0.0","9.9","51.5","32.0","0.0","9.9","0.0","9.9","30.3","22.1","0.0","9.9","18.2","28.0","0.0","9.9","0.0","9.9","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1632","383","4.4","4.2","38.6","11.5","32.2","14.2","3.3","3.3","5.9","5.9","8.8","6.9","1.1","1.8","3.1","4.5","0.0","2.6","2.6","3.1","15821","1182","31002","9843","(X)","(X)","(X)","(X)","27.8","(X)",
"1400000US06075012503","Census Tract 125.03; San Francisco County; California","2205","301","7.9","5.1","21.2","7.9","6.3","6.5","10.6","6.2","5.5","5.6","18.8","8.4","13.7","8.5","14.1","7.9","0.8","2.1","1.0","2.0","47301","25320","54889","11004","45.3","(X)","(X)","(X)","(X)","(X)","675","250","0.0","6.1","0.0","6.1","5.5","12.4","3.6","8.7","4.1","7.6","34.4","14.8","25.2","17.8","21.5","15.3","2.7","6.6","3.1","6.0","80645","17006","87170","15747","(X)","(X)","68.6","(X)","(X)","(X)","487","171","0.0","8.4","0.0","8.4","7.6","17.1","4.9","11.9","5.7","10.3","47.6","21.6","0.0","8.4","29.8","18.6","0.0","8.4","4.3","8.0","70078","13110","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1530","342","11.4","7.5","30.6","12.2","6.6","7.6","13.7","10.0","6.1","7.1","12.0","10.8","8.7","9.3","10.9","9.5","0.0","2.7","0.0","2.7","26146","14532","40648","11607","(X)","(X)","(X)","(X)","35.0","(X)",
